pl_hostname,pl_name,pl_rade,pl_radj,pl_massj,pl_masse,pl_dens,pl_eqt,pl_telescope,pl_facility,pl_disc,pl_discmethod,pl_pnum,pl_orbper,st_dist,st_optmag,st_teff,st_mass,st_rad,hip_name,hd_name,st_age,ra,dec,pl_pelink,pl_edelink,rowupdate
Kepler-244,Kepler-244 b,2.760,0.246,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,4.31179200,,15.604,5554.00,,0.80,,,,287.242680,42.301369,http://exoplanet.eu/catalog/kepler-244_b/,http://exoplanets.org/detail/Kepler-244_b,2014-05-14
Kepler-244,Kepler-244 c,2.050,0.183,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,9.76729200,,15.604,5554.00,,0.80,,,,287.242680,42.301369,http://exoplanet.eu/catalog/kepler-244_c/,http://exoplanets.org/detail/Kepler-244_c,2014-05-14
Kepler-244,Kepler-244 d,2.310,0.206,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,20.05040100,,15.604,5554.00,,0.80,,,,287.242680,42.301369,http://exoplanet.eu/catalog/kepler-244_d/,http://exoplanets.org/detail/Kepler-244_d,2014-05-14
Kepler-245,Kepler-245 b,2.570,0.229,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,7.49019000,,15.599,5100.00,0.80,0.80,,,,291.638965,42.436317,http://exoplanet.eu/catalog/kepler-245_b/,http://exoplanets.org/detail/Kepler-245_b,2014-05-14
Kepler-245,Kepler-245 c,2.180,0.194,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,17.46081200,,15.599,5100.00,0.80,0.80,,,,291.638965,42.436317,http://exoplanet.eu/catalog/kepler-245_c/,http://exoplanets.org/detail/Kepler-245_c,2014-05-14
Kepler-245,Kepler-245 d,3.030,0.270,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,36.27710800,,15.599,5100.00,0.80,0.80,,,,291.638965,42.436317,http://exoplanet.eu/catalog/kepler-245_d/,http://exoplanets.org/detail/Kepler-245_d,2014-05-14
Kepler-246,Kepler-246 b,2.340,0.209,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,4.60182000,,15.024,5206.00,0.86,0.83,,,,296.483427,42.663429,http://exoplanet.eu/catalog/kepler-246_b/,http://exoplanets.org/detail/Kepler-246_b,2014-05-14
Kepler-246,Kepler-246 c,1.500,0.134,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,11.18716100,,15.024,5206.00,0.86,0.83,,,,296.483427,42.663429,http://exoplanet.eu/catalog/kepler-246_c/,http://exoplanets.org/detail/Kepler-246_c,2014-05-14
Kepler-247,Kepler-247 b,1.640,0.146,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,3.33616000,,15.067,5100.00,,0.77,,,,288.642531,43.039291,http://exoplanet.eu/catalog/kepler-247_b/,http://exoplanets.org/detail/Kepler-247_b,2014-05-14
Kepler-247,Kepler-247 c,4.090,0.365,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,9.43945200,,15.067,5100.00,,0.77,,,,288.642531,43.039291,http://exoplanet.eu/catalog/kepler-247_c/,http://exoplanets.org/detail/Kepler-247_c,2014-05-14
Kepler-247,Kepler-247 d,3.940,0.352,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,20.47791200,,15.067,5100.00,,0.77,,,,288.642531,43.039291,http://exoplanet.eu/catalog/kepler-247_d/,http://exoplanets.org/detail/Kepler-247_d,2014-05-14
Kepler-248,Kepler-248 b,3.020,0.269,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,6.30820500,,15.258,5190.00,,0.83,,,,293.061384,43.581356,http://exoplanet.eu/catalog/kepler-248_b/,http://exoplanets.org/detail/Kepler-248_b,2014-05-14
Kepler-248,Kepler-248 c,4.070,0.363,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,16.23949400,,15.258,5190.00,,0.83,,,,293.061384,43.581356,http://exoplanet.eu/catalog/kepler-248_c/,http://exoplanets.org/detail/Kepler-248_c,2014-05-14
Kepler-249,Kepler-249 b,1.090,0.097,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,3.30653900,,15.234,3568.00,,0.48,,,,296.985068,43.658524,http://exoplanet.eu/catalog/kepler-249_b/,http://exoplanets.org/detail/Kepler-249_b,2014-05-14
Kepler-249,Kepler-249 c,1.510,0.135,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,7.11370200,,15.234,3568.00,,0.48,,,,296.985068,43.658524,http://exoplanet.eu/catalog/kepler-249_c/,http://exoplanets.org/detail/Kepler-249_c,2014-05-14
Kepler-249,Kepler-249 d,1.570,0.140,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,15.36845900,,15.234,3568.00,,0.48,,,,296.985068,43.658524,http://exoplanet.eu/catalog/kepler-249_d/,http://exoplanets.org/detail/Kepler-249_d,2014-05-14
Kepler-25,Kepler-25 b,2.600,0.232,12.70000,4036.30000,,,0.95 m Kepler Telescope,Kepler,2011,Transit,3,6.23850000,,10.734,6270.00,1.19,1.31,,,11.000,286.638393,39.487894,http://exoplanet.eu/catalog/kepler-25_b/,http://exoplanets.org/detail/Kepler-25_b,2014-05-14
Kepler-25,Kepler-25 c,4.500,0.401,4.16000,1322.12000,,,0.95 m Kepler Telescope,Kepler,2011,Transit,3,12.72040000,,10.734,6270.00,1.19,1.31,,,11.000,286.638393,39.487894,http://exoplanet.eu/catalog/kepler-25_c/,http://exoplanets.org/detail/Kepler-25_c,2014-05-14
Kepler-25,Kepler-25 d,,,0.28300,89.90000,,,0.95 m Kepler Telescope,Kepler,2014,Radial Velocity,3,123.00000000,,10.734,6270.00,1.19,1.31,,,11.000,286.638393,39.487894,,,2014-05-14
Kepler-250,Kepler-250 b,1.130,0.101,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,4.14814100,,15.460,5160.00,0.80,0.81,,,,289.594765,44.141953,http://exoplanet.eu/catalog/kepler-250_b/,http://exoplanets.org/detail/Kepler-250_b,2014-05-14
Kepler-250,Kepler-250 c,2.280,0.203,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,7.15680400,,15.460,5160.00,0.80,0.81,,,,289.594765,44.141953,http://exoplanet.eu/catalog/kepler-250_c/,http://exoplanets.org/detail/Kepler-250_c,2014-05-14
Kepler-250,Kepler-250 d,2.180,0.194,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,17.64831200,,15.460,5160.00,0.80,0.81,,,,289.594765,44.141953,http://exoplanet.eu/catalog/kepler-250_d/,http://exoplanets.org/detail/Kepler-250_d,2014-05-14
Kepler-251,Kepler-251 b,1.330,0.119,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,4.79093600,,15.223,5526.00,0.91,0.89,,,,296.566237,44.105865,http://exoplanet.eu/catalog/kepler-251_b/,http://exoplanets.org/detail/Kepler-251_b,2014-05-14
Kepler-251,Kepler-251 c,2.770,0.247,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,16.51404300,,15.223,5526.00,0.91,0.89,,,,296.566237,44.105865,http://exoplanet.eu/catalog/kepler-251_c/,http://exoplanets.org/detail/Kepler-251_c,2014-05-14
Kepler-251,Kepler-251 d,2.770,0.247,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,30.13300100,,15.223,5526.00,0.91,0.89,,,,296.566237,44.105865,http://exoplanet.eu/catalog/kepler-251_d/,http://exoplanets.org/detail/Kepler-251_d,2014-05-14
Kepler-251,Kepler-251 e,2.770,0.247,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,99.64016100,,15.223,5526.00,0.91,0.89,,,,296.566237,44.105865,http://exoplanet.eu/catalog/kepler-251_e/,http://exoplanets.org/detail/Kepler-251_e,2014-05-14
Kepler-252,Kepler-252 b,1.230,0.110,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,6.66839100,,15.058,4208.00,0.52,0.55,,,,295.579345,44.545963,http://exoplanet.eu/catalog/kepler-252_b/,http://exoplanets.org/detail/Kepler-252_b,2014-05-14
Kepler-252,Kepler-252 c,2.150,0.192,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,10.84846300,,15.058,4208.00,0.52,0.55,,,,295.579345,44.545963,http://exoplanet.eu/catalog/kepler-252_c/,http://exoplanets.org/detail/Kepler-252_c,2014-05-14
Kepler-253,Kepler-253 b,1.630,0.145,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,3.78398600,,15.532,5208.00,,0.79,,,,291.841992,44.858089,http://exoplanet.eu/catalog/kepler-253_b/,http://exoplanets.org/detail/Kepler-253_b,2014-05-14
Kepler-253,Kepler-253 c,2.650,0.236,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,10.28195100,,15.532,5208.00,,0.79,,,,291.841992,44.858089,http://exoplanet.eu/catalog/kepler-253_c/,http://exoplanets.org/detail/Kepler-253_c,2014-05-14
Kepler-253,Kepler-253 d,3.170,0.283,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,18.11986900,,15.532,5208.00,,0.79,,,,291.841992,44.858089,http://exoplanet.eu/catalog/kepler-253_d/,http://exoplanets.org/detail/Kepler-253_d,2014-05-14
Kepler-254,Kepler-254 b,3.870,0.345,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,5.82666200,,15.843,5957.00,,0.91,,,,288.164701,45.816504,http://exoplanet.eu/catalog/kepler-254_b/,http://exoplanets.org/detail/Kepler-254_b,2014-05-14
Kepler-254,Kepler-254 c,2.150,0.192,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,12.41218300,,15.843,5957.00,,0.91,,,,288.164701,45.816504,http://exoplanet.eu/catalog/kepler-254_c/,http://exoplanets.org/detail/Kepler-254_c,2014-05-14
Kepler-254,Kepler-254 d,2.500,0.223,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,18.74647700,,15.843,5957.00,,0.91,,,,288.164701,45.816504,http://exoplanet.eu/catalog/kepler-254_d/,http://exoplanets.org/detail/Kepler-254_d,2014-05-14
Kepler-255,Kepler-255 b,1.550,0.138,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,5.71460600,,15.596,5573.00,0.97,0.93,,,,296.064233,45.976841,http://exoplanet.eu/catalog/kepler-255_b/,http://exoplanets.org/detail/Kepler-255_b,2014-05-14
Kepler-255,Kepler-255 c,2.990,0.267,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,9.94604700,,15.596,5573.00,0.97,0.93,,,,296.064233,45.976841,http://exoplanet.eu/catalog/kepler-255_c/,http://exoplanets.org/detail/Kepler-255_c,2014-05-14
Kepler-256,Kepler-256 b,1.590,0.142,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,1.62049300,,15.065,5551.00,1.02,1.30,,,,292.580445,46.097389,http://exoplanet.eu/catalog/kepler-256_b/,http://exoplanets.org/detail/Kepler-256_b,2014-05-14
Kepler-256,Kepler-256 c,2.150,0.192,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,3.38802000,,15.065,5551.00,1.02,1.30,,,,292.580445,46.097389,http://exoplanet.eu/catalog/kepler-256_c/,http://exoplanets.org/detail/Kepler-256_c,2014-05-14
Kepler-256,Kepler-256 d,2.480,0.221,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,5.83917200,,15.065,5551.00,1.02,1.30,,,,292.580445,46.097389,http://exoplanet.eu/catalog/kepler-256_d/,http://exoplanets.org/detail/Kepler-256_d,2014-05-14
Kepler-256,Kepler-256 e,2.350,0.210,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,10.68157200,,15.065,5551.00,1.02,1.30,,,,292.580445,46.097389,http://exoplanet.eu/catalog/kepler-256_e/,http://exoplanets.org/detail/Kepler-256_e,2014-05-14
Kepler-257,Kepler-257 b,2.610,0.233,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,2.38266700,,15.471,5180.00,,1.04,,,,297.315994,46.023269,http://exoplanet.eu/catalog/kepler-257_b/,http://exoplanets.org/detail/Kepler-257_b,2014-05-14
Kepler-257,Kepler-257 c,5.410,0.483,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,6.58148400,,15.471,5180.00,,1.04,,,,297.315994,46.023269,http://exoplanet.eu/catalog/kepler-257_c/,http://exoplanets.org/detail/Kepler-257_c,2014-05-14
Kepler-257,Kepler-257 d,4.950,0.442,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,24.66455100,,15.471,5180.00,,1.04,,,,297.315994,46.023269,http://exoplanet.eu/catalog/kepler-257_d/,http://exoplanets.org/detail/Kepler-257_d,2014-05-14
Kepler-258,Kepler-258 b,4.060,0.362,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,13.19722000,,15.223,4942.00,0.80,0.92,,,,294.068490,46.579330,http://exoplanet.eu/catalog/kepler-258_b/,http://exoplanets.org/detail/Kepler-258_b,2014-05-14
Kepler-258,Kepler-258 c,3.610,0.322,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,33.65307900,,15.223,4942.00,0.80,0.92,,,,294.068490,46.579330,http://exoplanet.eu/catalog/kepler-258_c/,http://exoplanets.org/detail/Kepler-258_c,2014-05-14
Kepler-259,Kepler-259 b,2.800,0.250,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,8.11531700,,15.219,5938.00,,0.90,,,,288.211929,46.615005,http://exoplanet.eu/catalog/kepler-259_b/,http://exoplanets.org/detail/Kepler-259_b,2014-05-14
Kepler-259,Kepler-259 c,2.700,0.241,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,36.92493100,,15.219,5938.00,,0.90,,,,288.211929,46.615005,http://exoplanet.eu/catalog/kepler-259_c/,http://exoplanets.org/detail/Kepler-259_c,2014-05-14
Kepler-26,Kepler-26 b,3.600,0.321,0.38000,120.77000,,,0.95 m Kepler Telescope,Kepler,2011,Transit,4,12.28290000,,15.473,4486.00,0.65,0.57,,,,284.940997,46.566540,http://exoplanet.eu/catalog/kepler-26_b/,http://exoplanets.org/detail/Kepler-26_b,2014-05-14
Kepler-26,Kepler-26 c,3.600,0.321,0.37500,119.18100,,,0.95 m Kepler Telescope,Kepler,2011,Transit,4,17.25130000,,15.473,4486.00,0.65,0.57,,,,284.940997,46.566540,http://exoplanet.eu/catalog/kepler-26_c/,http://exoplanets.org/detail/Kepler-26_c,2014-05-14
Kepler-26,Kepler-26 d,1.070,0.095,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,3.54391900,,15.473,4486.00,0.65,0.57,,,,284.940997,46.566540,http://exoplanet.eu/catalog/kepler-26_d/,http://exoplanets.org/detail/Kepler-26_d,2014-05-14
Kepler-26,Kepler-26 e,2.410,0.215,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,46.82791500,,15.473,4486.00,0.65,0.57,,,,284.940997,46.566540,http://exoplanet.eu/catalog/kepler-26_e/,http://exoplanets.org/detail/Kepler-26_e,2014-05-14
Kepler-260,Kepler-260 b,2.010,0.179,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,8.18739900,,14.138,5250.00,0.88,0.86,,,,291.925972,38.014122,http://exoplanet.eu/catalog/kepler-260_b/,http://exoplanets.org/detail/Kepler-260_b,2014-05-14
Kepler-260,Kepler-260 c,1.740,0.155,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,76.05017800,,14.138,5250.00,0.88,0.86,,,,291.925972,38.014122,http://exoplanet.eu/catalog/kepler-260_c/,http://exoplanets.org/detail/Kepler-260_c,2014-05-14
Kepler-261,Kepler-261 b,2.180,0.194,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,10.38122700,,13.562,5098.00,0.87,0.79,,,,291.364773,37.609184,http://exoplanet.eu/catalog/kepler-261_b/,http://exoplanets.org/detail/Kepler-261_b,2014-05-14
Kepler-261,Kepler-261 c,2.000,0.178,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,24.57085800,,13.562,5098.00,0.87,0.79,,,,291.364773,37.609184,http://exoplanet.eu/catalog/kepler-261_c/,http://exoplanets.org/detail/Kepler-261_c,2014-05-14
Kepler-262,Kepler-262 b,1.360,0.121,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,13.06085500,,14.246,5841.00,,0.88,,,,290.728675,37.252649,http://exoplanet.eu/catalog/kepler-262_b/,http://exoplanets.org/detail/Kepler-262_b,2014-05-14
Kepler-262,Kepler-262 c,1.640,0.146,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,21.85372200,,14.246,5841.00,,0.88,,,,290.728675,37.252649,http://exoplanet.eu/catalog/kepler-262_c/,http://exoplanets.org/detail/Kepler-262_c,2014-05-14
Kepler-263,Kepler-263 b,2.670,0.238,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,16.56808700,,15.391,5265.00,,0.79,,,,292.469762,37.567794,http://exoplanet.eu/catalog/kepler-263_b/,http://exoplanets.org/detail/Kepler-263_b,2014-05-14
Kepler-263,Kepler-263 c,2.470,0.220,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,47.33277300,,15.391,5265.00,,0.79,,,,292.469762,37.567794,http://exoplanet.eu/catalog/kepler-263_c/,http://exoplanets.org/detail/Kepler-263_c,2014-05-14
Kepler-264,Kepler-264 b,3.330,0.297,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,40.80623100,,13.038,6158.00,1.32,1.55,,,,292.044615,37.376246,http://exoplanet.eu/catalog/kepler-264_b/,http://exoplanets.org/detail/Kepler-264_b,2014-05-14
Kepler-264,Kepler-264 c,2.830,0.252,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,140.10126100,,13.038,6158.00,1.32,1.55,,,,292.044615,37.376246,http://exoplanet.eu/catalog/kepler-264_c/,http://exoplanets.org/detail/Kepler-264_c,2014-05-14
Kepler-265,Kepler-265 b,1.860,0.166,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,6.84626200,,15.381,5835.00,1.03,1.10,,,,290.510478,41.244820,http://exoplanet.eu/catalog/kepler-265_b/,http://exoplanets.org/detail/Kepler-265_b,2014-05-14
Kepler-265,Kepler-265 c,2.630,0.235,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,17.02893700,,15.381,5835.00,1.03,1.10,,,,290.510478,41.244820,http://exoplanet.eu/catalog/kepler-265_c/,http://exoplanets.org/detail/Kepler-265_c,2014-05-14
Kepler-265,Kepler-265 d,2.490,0.222,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,43.13061700,,15.381,5835.00,1.03,1.10,,,,290.510478,41.244820,http://exoplanet.eu/catalog/kepler-265_d/,http://exoplanets.org/detail/Kepler-265_d,2014-05-14
Kepler-265,Kepler-265 e,2.590,0.231,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,4,67.83102400,,15.381,5835.00,1.03,1.10,,,,290.510478,41.244820,http://exoplanet.eu/catalog/kepler-265_e/,http://exoplanets.org/detail/Kepler-265_e,2014-05-14
Kepler-266,Kepler-266 b,2.480,0.221,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,6.61833000,,15.590,5885.00,0.99,1.03,,,,294.484378,44.166916,http://exoplanet.eu/catalog/kepler-266_b/,http://exoplanets.org/detail/Kepler-266_b,2014-05-14
Kepler-266,Kepler-266 c,3.890,0.347,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,107.72360100,,15.590,5885.00,0.99,1.03,,,,294.484378,44.166916,http://exoplanet.eu/catalog/kepler-266_c/,http://exoplanets.org/detail/Kepler-266_c,2014-05-14
Kepler-267,Kepler-267 b,1.980,0.177,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,3.35372800,,15.438,4258.00,0.56,0.56,,,,299.830387,47.157461,http://exoplanet.eu/catalog/kepler-267_b/,http://exoplanets.org/detail/Kepler-267_b,2014-05-14
Kepler-267,Kepler-267 c,2.130,0.190,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,6.87745000,,15.438,4258.00,0.56,0.56,,,,299.830387,47.157461,http://exoplanet.eu/catalog/kepler-267_c/,http://exoplanets.org/detail/Kepler-267_c,2014-05-14
Kepler-267,Kepler-267 d,2.270,0.203,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,28.46451500,,15.438,4258.00,0.56,0.56,,,,299.830387,47.157461,http://exoplanet.eu/catalog/kepler-267_d/,http://exoplanets.org/detail/Kepler-267_d,2014-05-14
Kepler-268,Kepler-268 b,2.550,0.227,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,25.93413800,,13.703,6081.00,,1.27,,,,291.976175,38.055075,http://exoplanet.eu/catalog/kepler-268_b/,http://exoplanets.org/detail/Kepler-268_b,2014-05-14
Kepler-268,Kepler-268 c,3.380,0.302,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,83.44639300,,13.703,6081.00,,1.27,,,,291.976175,38.055075,http://exoplanet.eu/catalog/kepler-268_c/,http://exoplanets.org/detail/Kepler-268_c,2014-05-14
Kepler-269,Kepler-269 b,2.470,0.220,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,5.32671800,,15.808,5847.00,0.98,0.96,,,,290.215171,41.775967,http://exoplanet.eu/catalog/kepler-269_b/,http://exoplanets.org/detail/Kepler-269_b,2014-05-14
Kepler-269,Kepler-269 c,1.690,0.151,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,8.12789900,,15.808,5847.00,0.98,0.96,,,,290.215171,41.775967,http://exoplanet.eu/catalog/kepler-269_c/,http://exoplanets.org/detail/Kepler-269_c,2014-05-14
Kepler-27,Kepler-27 b,4.000,0.357,9.11000,2895.31000,,,0.95 m Kepler Telescope,Kepler,2011,Transit,2,15.33480000,,15.855,5400.00,0.65,0.59,,,,292.236769,41.085876,http://exoplanet.eu/catalog/kepler-27_b/,http://exoplanets.org/detail/Kepler-27_b,2014-05-14
Kepler-27,Kepler-27 c,4.900,0.437,13.80000,4385.87000,,,0.95 m Kepler Telescope,Kepler,2011,Transit,2,31.33090000,,15.855,5400.00,0.65,0.59,,,,292.236769,41.085876,http://exoplanet.eu/catalog/kepler-27_c/,http://exoplanets.org/detail/Kepler-27_c,2014-05-14
Kepler-270,Kepler-270 b,2.010,0.179,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,11.47609400,,13.908,6067.00,,1.46,,,,282.200100,44.422302,http://exoplanet.eu/catalog/kepler-270_b/,http://exoplanets.org/detail/Kepler-270_b,2014-05-14
Kepler-270,Kepler-270 c,1.770,0.158,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,25.26288700,,13.908,6067.00,,1.46,,,,282.200100,44.422302,http://exoplanet.eu/catalog/kepler-270_c/,http://exoplanets.org/detail/Kepler-270_c,2014-05-14
Kepler-271,Kepler-271 b,0.890,0.079,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,5.21773800,,13.404,5524.00,,0.88,,,,283.002980,44.284233,http://exoplanet.eu/catalog/kepler-271_b/,http://exoplanets.org/detail/Kepler-271_b,2014-05-14
Kepler-271,Kepler-271 c,1.000,0.089,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,7.41093500,,13.404,5524.00,,0.88,,,,283.002980,44.284233,http://exoplanet.eu/catalog/kepler-271_c/,http://exoplanets.org/detail/Kepler-271_c,2014-05-14
Kepler-272,Kepler-272 b,1.430,0.128,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,2.97135300,,14.678,5297.00,0.79,0.93,,,,299.127524,47.593830,http://exoplanet.eu/catalog/kepler-272_b/,http://exoplanets.org/detail/Kepler-272_b,2014-05-14
Kepler-272,Kepler-272 c,1.790,0.160,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,6.05734200,,14.678,5297.00,0.79,0.93,,,,299.127524,47.593830,http://exoplanet.eu/catalog/kepler-272_c/,http://exoplanets.org/detail/Kepler-272_c,2014-05-14
Kepler-272,Kepler-272 d,2.250,0.201,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,10.93730400,,14.678,5297.00,0.79,0.93,,,,299.127524,47.593830,http://exoplanet.eu/catalog/kepler-272_d/,http://exoplanets.org/detail/Kepler-272_d,2014-05-14
Kepler-273,Kepler-273 b,1.500,0.134,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,2.93653200,,14.968,5626.00,,0.81,,,,291.302209,47.697758,http://exoplanet.eu/catalog/kepler-273_b/,http://exoplanets.org/detail/Kepler-273_b,2014-05-14
Kepler-273,Kepler-273 c,1.980,0.177,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,8.01492700,,14.968,5626.00,,0.81,,,,291.302209,47.697758,http://exoplanet.eu/catalog/kepler-273_c/,http://exoplanets.org/detail/Kepler-273_c,2014-05-14
Kepler-274,Kepler-274 b,1.540,0.137,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,11.63478800,,15.035,6023.00,,1.01,,,,292.922774,38.477274,http://exoplanet.eu/catalog/kepler-274_b/,http://exoplanets.org/detail/Kepler-274_b,2014-05-14
Kepler-274,Kepler-274 c,1.840,0.164,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,2,33.19786100,,15.035,6023.00,,1.01,,,,292.922774,38.477274,http://exoplanet.eu/catalog/kepler-274_c/,http://exoplanets.org/detail/Kepler-274_c,2014-05-14
Kepler-275,Kepler-275 b,2.340,0.209,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,10.30068200,,15.319,6165.00,1.24,1.38,,,,292.479713,38.514927,http://exoplanet.eu/catalog/kepler-275_b/,http://exoplanets.org/detail/Kepler-275_b,2014-05-14
Kepler-275,Kepler-275 c,3.380,0.302,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,16.08813400,,15.319,6165.00,1.24,1.38,,,,292.479713,38.514927,http://exoplanet.eu/catalog/kepler-275_c/,http://exoplanets.org/detail/Kepler-275_c,2014-05-14
Kepler-275,Kepler-275 d,3.330,0.297,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,35.67606200,,15.319,6165.00,1.24,1.38,,,,292.479713,38.514927,http://exoplanet.eu/catalog/kepler-275_d/,http://exoplanets.org/detail/Kepler-275_d,2014-05-14
Kepler-276,Kepler-276 b,2.870,0.256,,,,,0.95 m Kepler Telescope,Kepler,2014,Transit,3,14.12841000,,15.368,6105.00,1.10,1.05,,,,293.568150,39.036326,http://exoplanet.eu/catalog/kepler-276_b/,http://exoplanets.org/detail/Kepler-276_b,2014-05-14
Kepler-276,Kepler-276 c,2.900,0.259,0.05200,16.60000,,,0.95 m Kepler Telescope,Kepler,2013,Transit,3,31.88400000,,15.368,6105.00,1.10,1.05,,,,293.568150,39.036326,http://exoplanet.eu/catalog/kepler-276_c/,,2014-05-14
